"시설명","일련번호","시설키","종목시설명","종목시설키","종목명","종목키","위치","면적(㎡)","규격","연면적(㎡)","문의전화","수용인원(정원)","이용대상","이용기간","이용시간","이용료(원)","용도","비고","대관링크주소","이미지파일","선별방법(선착순-1,추첨순-2)","유의사항","이용단위"
"성북구민체육관","283","SB10061PUMU","테니스장","SB10061PUMU107","테니스","TN","야외","36","","","","","","","","","","","","http://sports.gongdan.go.kr/sb_gym/intro/image/02pic-08.jpg","","",""
"성북구민회관","284","SB10062PUMU","헬스장","SB10062PUMU101","헬스","HE","","242","전용면적 73평, 트레드밀 20대 유산소기구 4종 15대,(자전거, 스텝퍼, 일립티컬) 웨이트머신 30종구비 벨트마사지 5대, 첨당영상시스템 설치, 낸난방완비. 조깅트랙 휴식공간 신설","","","","","","","","","사우나, 샤워실","","http://sports.gongdan.go.kr/sb_hall/intro/image/02pic-01.jpg","","",""
"성북구민회관","285","SB10062PUMU","조깅트랙","SB10062PUMU102","조깅/워킹","JO","","","","","","","","","","","","","","http://sports.gongdan.go.kr/sb_hall/intro/image/02pic-03.jpg","","",""
"성북여성회관","286","SB10063PUMU","스포츠문화교실","SB10063PUMU101","댄스","DA","","171.5","","171.5","02-929-0883","40명","제한없음","","정규프로그램 강의 외 시간(06:00~23:00)","50000원 *추가 사용료 시간당 15000원","","","","http://sports.gongdan.go.kr/sb_whall/intro/image/02pic-02.jpg","1(사전상담-신청서작성-1ㅊ픙 고객만족센터 접수)","","3시간"
"성북종합레포츠타운","287","SB10064PUMU","수영장","SB10064PUMU101","수영","SW","","325/71.250㎡","총 6레인 (레인수)/유아풀","","","","","","","","","탈의실,샤워장","","http://sports.gongdan.go.kr/sb_reports/intro/image/02pic-01.jpg","","",""
"성북종합레포츠타운","288","SB10064PUMU","헬스장","SB10064PUMU102","헬스","HE","","337.65","런닝머신 27대(1층6대/3층21대)","","","","","","","","","","","http://sports.gongdan.go.kr/sb_reports/intro/image/02pic-04.jpg","","",""
"성북종합레포츠타운","289","SB10064PUMU","스포츠문화교실","SB10064PUMU103","댄스","DA","","132.77","에어로빅/휘트니스/발레/리듬체조/댄스(스포츠)/유아학습놀이","","","","","","","","","","","http://sports.gongdan.go.kr/sb_reports/intro/image/02pic-06.jpg","","",""
"성북종합레포츠타운","290","SB10064PUMU","소체육관","SB10064PUMU104","농구","BK","","257.2","농구대","","","","","","","","","","","","","",""
"성북종합레포츠타운","291","SB10064PUMU","골프","SB10064PUMU105","골프","GF","","472.44","총19타석","","","","","","","","","","","http://sports.gongdan.go.kr/sb_reports/intro/image/02pic-03.jpg","","",""
"성북종합레포츠타운","292","SB10064PUMU","스쿼시","SB10064PUMU106","스쿼시","SQ","","164.75","2면","","","","","","","","","","","http://sports.gongdan.go.kr/sb_reports/intro/image/02pic-05.jpg","","",""
"성북종합레포츠타운","293","SB10064PUMU","어린이체육관","SB10064PUMU107","유아체육(월단위)","CP","","","","","02-6917-1100 (내선:104번)","","","","","평일개인(어린이/청소년/성인-1,300/1,600/2,000),주말및공휴일(어린이/청소년/성인-1,600/2,000/2,500),평일단체(체육경기:50,000원/기타:150,000원),주말및공휴일단체(체육경기60,000원/기타190,000원)","담당자와 사전 상담후 대관","","","http://sports.gongdan.go.kr/sb_reports/intro/image/02pic-09.jpg","1","","50명 기준"
"정릉북악체육시설","294","SB10065PUMU","게이트볼","SB10065PUMU101","게이트볼","GB","","260","1면","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/AAA.jpg","","",""
"정릉북악체육시설","295","SB10065PUMU","테니스코트","SB10065PUMU102","테니스","TN","","1296","2면","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/AA1.jpg","","",""
"정릉북악체육시설","296","SB10065PUMU","연습코트","SB10065PUMU103","테니스","TN","","292","1면","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/ZZ.jpg","","",""
"정릉북악체육시설","297","SB10065PUMU","배드민턴장","SB10065PUMU104","배드민턴","BM","","","1면","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/EE.jpg","","",""
"반포종합운동장체육센터","298","SC10066PUMU","축구장","SC10066PUMU101","축구","SO","","","","","02-2155-6750~56","사용제한 : 사용인원이 22명 이상 사용) 인원이 22명 이상 사용가능","정기사용 : 서초구 관내학교(수업시간내) 및 단체(연합회,동호회 등) 일반사용 : 단체(일반)별 1일 2시간으로 제한","","06:00 ~ 일몰시까지","평일(월~금) : 7,500원 , 토, 일, 공휴일 : 11,000원 ","","","","","사용허가 우선순위에 의한 우선권 부여","접수시기:공공기관 등 각종 행사 : 사용일 2개월 ~ 8일 전까지 동호회 및 단체(개인) : 사용일 1개월 ~ 10일 전까지 ","시간당"
"반포종합운동장체육센터","299","SC10066PUMU","테니스장","SC10066PUMU102","테니스","TN","","","","","02-2155-6750~56","사용제한 : 사용인원이 한 코트당 2명 이상 사용)","정기사용 : 서초구 테니스 단체(연합회, 동호회등) 단체(일반) 사용 : 단체(일반)별 1일 2시간으로 제한","","06:00~22:00","평일(월~금) : 4,000원 토, 일, 공휴일 : 6,000원 야간조명 사용료 : 1,700원","","","","","사용허가 우선순위에 의한 우선권 부여","접수시기:공공기관 등 각종 행사 : 사용일 2개월 ~ 8일 전까지 동호회 및 단체(개인) : 사용일 1개월 ~ 10일 전까지 ","시간당"
"반포종합운동장체육센터","300","SC10066PUMU","배드민턴장","SC10066PUMU103","배드민턴","BM","","","","","02-2155-6750~56","사용조건 : 사용인원이 한 코트당 2명 이상 신청","정기사용 : 서초구 배드민턴단체 단체(일반) 사용 : 단체(일반)별 1일 2시간으로 제한 ","",": 06:00~22:00","평일(월~금) : 1,000원/시간 토, 일, 공휴일 : 1,500원/시간 야간조명 사용료 : 1,700원/시간 배드민턴장 8면중 실내4면은 유료, 실외4면은 무료사용 ","","","","","사용허가 우선순위에 의한 우선권 부여","접수시기:공공기관 등 각종 행사 : 사용일 2개월 ~ 8일 전까지 동호회 및 단체(개인) : 사용일 1개월 ~ 10일 전까지 ","시간당"
"반포종합운동장체육센터","301","SC10066PUMU","농구장","SC10066PUMU104","농구","BK","","","","","02-2155-6750~56","사용인원이 10명 이상 사용 ","정기사용 : 학교 및 희망하는 단체 단체(일반) 사용 : 단체(일반)별 1일 2시간으로 제한 /관내 희망학교에 배정 우선권 부여 ","","운영시간 중 희망하는 시간대","","","","","","사용허가 우선순위에 의한 우선권 부여","접수시기:공공기관 등 각종 행사 : 사용일 2개월 ~ 8일 전까지 동호회 및 단체(개인) : 사용일 1개월 ~ 11일 전까지",""
"반포종합운동장체육센터","302","SC10066PUMU","족구장","SC10066PUMU105","족구","FV","","","","","02-2155-6750~56","사용인원이 10명 이상 사용 ","정기사용 : 학교 및 희망하는 단체 단체(일반) 사용 : 단체(일반)별 1일 2시간으로 제한 ","","운영시간 중 희망하는 시간대","","","","","","사용허가 우선순위에 의한 우선권 부여","접수시기:공공기관 등 각종 행사 : 사용일 2개월 ~ 8일 전까지 동호회 및 단체(개인) : 사용일 1개월 ~ 12일 전까지",""
"반포종합운동장체육센터","303","SC10066PUMU","게이트장","SC10066PUMU106","게이트볼","GB","","","","","02-2155-6750~56","사용인원이 10명 이상 사용 ","정기사용 : 서초구 게이트볼단체 단체(일반) 사용 : 단체(일반)별 1일 2시간으로 제한 ","","운영시간 중 희망하는 시간대","","","","","","사용허가 우선순위에 의한 우선권 부여","접수시기:공공기관 등 각종 행사 : 사용일 2개월 ~ 8일 전까지 동호회 및 단체(개인) : 사용일 1개월 ~ 13일 전까지",""
"반포종합운동장체육센터","304","SC10066PUMU","풋살장","SC10066PUMU107","풋살","FS","","","","","02-2155-6750~56"," 사용인원이 10명 이상 사용 ","정기사용 : 학교 및 희망하는 단체 단체(일반) 사용 : 단체(일반)별 1일 2시간으로 제한 ","","운영시간 중 희망하는 시간대","","","","","","사용허가 우선순위에 의한 우선권 부여","접수시기:공공기관 등 각종 행사 : 사용일 2개월 ~ 8일 전까지 동호회 및 단체(개인) : 사용일 1개월 ~ 14일 전까지",""
"반포종합운동장체육센터","305","SC10066PUMU","인라인스케이트(트랙)","SC10066PUMU108","인라인","IN","","","","","02-2155-6750~56",""," 누구나 자유롭게 이용 ","","운영시간 중 희망하는 시간대","","","","","","사용허가 우선순위에 의한 우선권 부여","접수시기:공공기관 등 각종 행사 : 사용일 2개월 ~ 8일 전까지 동호회 및 단체(개인) : 사용일 1개월 ~ 15일 전까지",""
"반포종합운동장체육센터","306","SC10066PUMU","자전거트랙(걷기)","SC10066PUMU109","조깅/워킹","JO","","","","","02-2155-6750~56",""," 누구나 자유롭게 이용 ","","운영시간 중 희망하는 시간대","","","","","","사용허가 우선순위에 의한 우선권 부여","접수시기:공공기관 등 각종 행사 : 사용일 2개월 ~ 8일 전까지 동호회 및 단체(개인) : 사용일 1개월 ~ 16일 전까지",""
"반포종합운동장체육센터","307","SC10066PUMU","스케이트장","SC10066PUMU110","스피드스케이트","SS","","","","","02-2155-6750~56",""," 누구나 자유롭게 이용 ","겨울철 스케이트장 운영","운영시간 중 희망하는 시간대","","","","","","사용허가 우선순위에 의한 우선권 부여","접수시기:공공기관 등 각종 행사 : 사용일 2개월 ~ 8일 전까지 동호회 및 단체(개인) : 사용일 1개월 ~ 17일 전까지",""
"서초구민체육센터","308","SC10067PUMU","라켓볼장","SC10067PUMU101","라켓볼","RB","지하2층","","정규코트 4면 ","","","","","","","","","샤워장","","","","",""
"서초구민체육센터","309","SC10067PUMU","수영장","SC10067PUMU102","수영","SW","지하1층","","수영장-25M 6개 레인+유아풀","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/HHH.jpg","","",""
"서초구민체육센터","310","SC10067PUMU","탁구장","SC10067PUMU103","탁구","PP","지하1층","","탁구장-탁구대 6개","","","","","","","","","","","","","",""
"서초구민체육센터","311","SC10067PUMU","헬스장","SC10067PUMU104","헬스","HE","지상1층","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/GGG.jpg","","",""
"서초구민체육센터","312","SC10067PUMU","에어로빅장","SC10067PUMU105","에어로빅","AE","지상1층","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/DDD.jpg","","",""
"서초구민체육센터","313","SC10067PUMU","아기스포츠단","SC10067PUMU106","유아체능단(분기별)","KS","지상1층","","","","","","","","","","","","","http://d.seochoymca.com/data/gallery/w/tmb3_w09032314374901.jpg","","",""
"서초구민체육센터","314","SC10067PUMU","농구장","SC10067PUMU107","농구","BK","지상2층","","농구장-정규코트 1면","","","","","","","","","","","http://d.seochoymca.com/data/gallery/w/tmb3_w09032314415101.jpg","","",""
"서초구민체육센터","315","SC10067PUMU","유도장","SC10067PUMU108","유도","JU","지상2층","","","","","","","","","","","","","","","",""
"서초구민체육센터","316","SC10067PUMU","골프장","SC10067PUMU109","골프","GF","지상3층","","","","","","","","","","","","","http://d.seochoymca.com/data/images/U1284961614.jpg","","",""
"잠원스포츠파크","317","SC10068PUMU","테니스장","SC10068PUMU101","테니스","TN","1,2층","","",""," 02-533-7508","","","","","","","","","http://www.jwsports.co.kr/jwymca/home/jwymca/body/einfor01/default/image/sisul_img-01.jpg","선착순 인터넷접수 완료후, 잔여 시간중 연대관 및 월대관을 원하시는 팀은 현장방문 신청 받습니다.**실외코트는 전화예약 접수 바랍니다 ","신청 예약접수 후 24시간내에 미입금시 자동취소되며 다른 회원에게 양도됨(인터넷 예약후 24시간내에 접수처 입금도 가능함)  ","월대관/연대관/일일대관(2시간)"
"잠원스포츠파크","318","SC10068PUMU","헬스장","SC10068PUMU102","헬스","HE","2층","","","","","","","","","","","","","http://www.jwsports.co.kr/jwymca/home/jwymca/body/einfor01/default/image/ymca_img02.gif","","",""
"잠원스포츠파크","319","SC10068PUMU","GX프로그램실","SC10068PUMU103","요가","YG","2층","","","","","","","","","","","","","http://www.jwsports.co.kr/jwymca/home/jwymca/body/einfor01/default/image/ymca_img01.gif","","",""
"잠원스포츠파크","320","SC10068PUMU","풋살구장","SC10068PUMU104","풋살","FS","","","","","","","","","","","","","","","","",""
"금호공원체육관","321","SD10069PUMU","다목적체육실","SD10069PUMU101","탁구","PP","지상1층","400.64","탁구장 전용으로 이용","","02-2204-7600","","","","","","","샤워실, 사무실, 화장실","","http://sports.seoul.go.kr/images/img_ground/https://www.sdmc.go.kr/images/sports/contents/img_ghscenter05.gif","","",""
"대현산체육관","322","SD10070PUMU","배드민턴장","SD10070PUMU101","배드민턴","BM","지상1층","830.8","배드민턴 6면","","","","","","","","","사무실, 휴게실","","","","",""
"마장국민체육센터","323","SD10071PUMU","수영장","SD10071PUMU101","수영","SW","지상1층","709.5","?총 6 레인  ","709.5","","","15인 이상 단체 및 3인 이상 개인","","","(단체위탁) 자유이용 3,000원 강습 3,500원 (개인위탁) 주2회 100,000원 주3회 120,000원 이용료/1인","","샤워실","","http://sports.seoul.go.kr//images/img_ground/sw15.jpg","","- 대관예약 가능한지 확인 - 센터에서 확인 후 연락 - 연락받으면 센터 방문수납 혹은 계좌입금하면 예약완료",""
"마장국민체육센터","324","SD10071PUMU","헬스장","SD10071PUMU102","헬스","HE","지상2층","126","?헬스기구 44 대 ","","","","","","","","","화장실","","http://sports.seoul.go.kr//images/img_ground/he24.jpg","","",""
"마포아트센터","254","MP10055PUMU","대체육관","MP10055PUMU102","농구","BK","스포츠센터 맥 2층","1038","농구 골대 4대(전동식 2대, 이동식 2대)- 배드민턴 코트 4개, 탁구대 5대- 관람석 120 여석 가능  ","1038㎡ (314평)","02-3274-8614","","상담 후 대관가능","","","","배드민턴/탁구/검도/농구 등을 각종 생활체육 활동과 각종스포츠, 문화행사를 즐길 수 있는 공간","락커룸","","",""," 매월 마지막 주 일요일은 정기 휴관일로 대관을 하지 않습니다. - 사용목적, 대관장소, 대관일자, 공연시간을 상세하게 입력하시기 바랍니다. - 신청 시에 신청자와 연락 가능한 이메일 및 핸드폰 번호까지 명기해 주시기 바랍니다. - 신청 자료가 부실한 경우 대관 심의 시 불리할 수 있습니다. - 대관심의에서 승인된 내용을 변경하여 공연할 수 없습니다. ",""
"마포아트센터","255","MP10055PUMU","소체육관","MP10055PUMU103","요가","YG","스포츠센터 맥 2층","241","다목적 공간(바닥재질: 나무시공)","241㎡(73평)","02-3274-8614","","상담 후 대관가능","","","","배드민턴/탁구/검도/농구 등을 각종 생활체육 활동과 각종스포츠, 문화행사를 즐길 수 있는 공간.","","","",""," 매월 마지막 주 일요일은 정기 휴관일로 대관을 하지 않습니다. - 사용목적, 대관장소, 대관일자, 공연시간을 상세하게 입력하시기 바랍니다. - 신청 시에 신청자와 연락 가능한 이메일 및 핸드폰 번호까지 명기해 주시기 바랍니다. - 신청 자료가 부실한 경우 대관 심의 시 불리할 수 있습니다. - 대관심의에서 승인된 내용을 변경하여 공연할 수 없습니다. ",""
"마포아트센터","256","MP10055PUMU","휘트니스 ","MP10055PUMU104","헬스","HE","스포츠센터 맥 3층","401.4","?헬스기구 63 대","","","","","","","","","110m 조깅트랙, 테라스(휴게실)","","","","",""
"마포아트센터","257","MP10055PUMU","골프클럽","MP10055PUMU105","골프","GF","스포츠센터 맥 4층","646.6","총 21타석 (1층 11타석, 2층 10타석)","","","","","","","","","휴게실, 탈의실","","","","",""
"마포주민편익시설","258","MP10056PUMU","헬스클럽","MP10056PUMU101","헬스","HE","지상3층","437","","","","","","","","","","사우나","","","","",""
"서울월드컵경기장","262","MP10057PUMU","보조경기장(잔디그라운드)","MP10057PUMU102","축구","SO","","8.214","관람석 1,000석","면적:8.214 ㎡","02-2128-2974","","","신청기간 : 매년 초(1~2월중) 일괄신청,11월 ~ 3월은 동절기로인한 휴관","","전용사용료, 1일 주간 기준)공식경기 140,000 원 | 기타경기 336,000원 ","축구경기에만 사용허가","락커룸","","http://www.sisul.or.kr/home_worldcupst/img/sub5/img_03.gif","매년초 1월~2월 일괄신청"," - 평일은 잔디보호를 위하여 미운영되며 토.일요일 각 2개팀 허가 (오전 1팀,오후 1팀 / 팀당 2시간 이내)  ","월 10회이내운영 (1회 2시간 이내) 주말배정 (주간은 잔디보식)"
"서울월드컵경기장","263","MP10057PUMU","풋살경기장","MP10057PUMU103","풋살","FS","","","인조잔디 2면(40m × 19m)","","02-2128-2975","","","상시신청가능","","전용사용료, 1일 주간 기준) 체육경기(공식경기) 30,000 원 | 일반대관 : 60,000원 ※ 야간은 주간사용료의 30%, 토,일,공휴일 30% 가산 ","풋살경기 및 유소년 축구교실 등","","http://www.sisul.or.kr/home_worldcupst/sub5/sub_01_03.jsp","http://www.sisul.or.kr/home_worldcupst/img/sub5/img_04.gif","","야간조명 시설로 경기 가능",""
"노원구민체육센터","264","NW10058PUMU","수영장","NW10058PUMU101","수영","SW","지하1층","461","성인 총 6 레인 , 유아풀 ","","","","","","","","","샤워실","","http://sports.seoul.go.kr//images/img_ground/SW15.jpg","","",""
"노원구민체육센터","265","NW10058PUMU","소체육관","NW10058PUMU102","탁구","PP","1층","771","","","","","","","","","자유이용: 탁구장","","","http://sports.seoul.go.kr//images/img_ground/GG.jpg","","",""
"노원구민체육센터","266","NW10058PUMU","종합체육관","NW10058PUMU103","농구","BK","2층","1043"," 농구대 6개??","","","","","","월~토:05:00~22:00 / 공휴일:09:00~16:50","","","","","http://sports.seoul.go.kr//images/img_ground/DD.jpg","","",""
"노원구민체육센터","267","NW10058PUMU","헬스장","NW10058PUMU104","헬스","HE","2층","225.71","헬스기구 20대, 런닝머신 14대","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/UU.jpg","","",""
"노원구민체육센터","268","NW10058PUMU","조깅트랙","NW10058PUMU105","조깅/워킹","JO","","363.6","약 110m","","","","","","","","","","","","","",""
"불암산종합스타디움","269","NW10059PUMU","인조잔디구장","NW10059PUMU101","축구","SO","지상","6825","","6825","02-972-7429","","제한없음","신정(1일), 설날 연휴(3일), 추석 연휴(3일) 제외한 연중무휴","","평일(주간/야간):55000원/71500원, 주말·공휴일:71500원 *조명탑 사용료 시간당 11000원별도","체육경기","관람석 등","","http://sports.seoul.go.kr//images/img_ground/YY.jpg","1(매월 9일 10:00부터 인터넷/이용일 2일내 유선)","","2시간"
"불암산종합스타디움","270","NW10059PUMU","테니스장","NW10059PUMU102","테니스","TN","지상","1900","3면","1900","02-972-7429","","제한없음","신정(1일), 설날 연휴(3일), 추석 연휴(3일) 제외한 연중무휴","06:00~22:00","평일(주간/야간):8000원/16400원, 주말·공휴일(주간/야간):10400원/16400원 *야간적용 18:00이후","체육경기","사무실 등","","http://sports.seoul.go.kr//images/img_ground/RR.jpg","1(매월 19일부터 인터넷/이용일 2일내 유선)","","2시간"
"불암산종합스타디움","271","NW10059PUMU","유소년야구장","NW10059PUMU103","야구","BB","지상","5400","중앙펜스거리 75m","5400","02-972-7429","","15세 미만","신정(1일), 설날 연휴(3일), 추석 연휴(3일) 제외한 연중무휴","06:00~22:00","평일(주간/야간):80000원/104000원, 주말·공휴일104000원 *조명탑 사용료 시간당 11000원별도","체육경기","사무실 등","","http://sports.seoul.go.kr//images/img_ground/QQ.jpg","1(매월 19일 09:00부터 인터넷/이용일 2일내 유선)","","2시간"
"불암산종합스타디움","272","NW10059PUMU","풋살장","NW10059PUMU104","풋살","FS","지상","1134","42x27","1134","02-972-7429","","제한없음","신정(1일), 설날 연휴(3일), 추석 연휴(3일) 제외한 연중무휴","06:00~22:00","평일(주간/야간):25000원/32500원, 주말·공휴일32500원 *시간당 6000원 추가","체육경기","조명탑 등","","http://sports.seoul.go.kr//images/img_ground/PP.jpg","1(매월 19일 09:00부터 인터넷/이용일 2일내 유선)","","2시간"
"이문체육문화센터","45","DD10008PUMU","에어로빅장","DD10008PUMU103","에어로빅","AE","지상2층","220.93"," 2층 위치","","","","","","","44000","","락커룸","","","","- 추가사용 시 초과 시간당 기본 사용료의 50% 가산 적용 - 토요일, 일요일(공휴일) 기본 사용료의 30% 가산 적용 - 부가가치세 포함가","2시간"
"이문체육문화센터","46","DD10008PUMU","헬스장","DD10008PUMU104","헬스","HE","지상2층","273.96","헬스기구 43 대 ","","","","","","","","","","","","","",""
"이문체육문화센터","48","DD10008PUMU","골프","DD10008PUMU106","골프","GF","지상3층","480.55","총 15 타석(스크린 골프 1타석 별도) ","","","","","","","","","","","","","",""
"이문체육문화센터","49","DD10008PUMU","스쿼시","DD10008PUMU107","스쿼시","SQ","지상3층","220.92","2 면","","","","","","","33000","","","","http://sports.seoul.go.kr//images/img_ground/SQ.jpg","","- 추가사용 시 초과 시간당 기본 사용료의 50% 가산 적용 - 토요일, 일요일(공휴일) 기본 사용료의 30% 가산 적용 - 스쿼시장 대관은 1코트 사용 기준 (2코트 사용시 기본 사용료의 100% 가산적용(66,000원))(1코트 사용기준인원 6인 이하, 2코트 사용기준인원 7인 이상) - 부가가치세 포함가","3시간"
"이문체육문화센터","50","DD10008PUMU","테니스장","DD10008PUMU108","테니스","TN","야외","1358.68","총 2 면 (실외) 10.97m×24.77m","","","","","","","","","","","","","",""
"이문체육문화센터","51","DD10008PUMU","배드민턴장","DD10008PUMU109","배드민턴","BM","야외","432.9","총 4 면 (실외)","","","","","","","","","","","","","",""
"동작구민체육센터","52","DJ10009PUMU","실내골프장","DJ10009PUMU101","골프","GF","지상4층","840.37","26타석","","","","","","","","","샤워실","","http://www.idongjak.or.kr/images/03_athletics/program_djsp_07.jpg","","",""
"동작구민체육센터","53","DJ10009PUMU","다목적실","DJ10009PUMU102","요가","YG","","","","","","","","","","","","","","http://www.idongjak.or.kr/images/03_athletics/program_djsp_05.jpg","","",""
"동작구민체육센터","54","DJ10009PUMU","당구아카데미교실","DJ10009PUMU103","당구포켓볼","BI","지상2층","198","최신시설 4구대 6대, 포켓볼대 1대","","","","","","","","","락커룸","","http://www.idongjak.or.kr/images/03_athletics/program_djsp_08.jpg","","",""
"동작구민체육센터","55","DJ10009PUMU","체육관","DJ10009PUMU104","농구","BK","지상1층","701","농구대","701","02-849-0100","","","셋째주 일요일","10:00-18:00","130000","","","http://www.idongjak.or.kr/03_athletic/article.asp?MCODE=B4","http://www.idongjak.or.kr/images/03_athletics/program_djsp_04.jpg","","상담 후 이용 가능","2시간 기준"
"동작구민체육센터","56","DJ10009PUMU","헬스장","DJ10009PUMU105","헬스","HE","지하1층","655","유산소기구 45종, 웨이트기구 38종","","","","","","","","","","","http://www.idongjak.or.kr/images/03_athletics/program_djsp_02.jpg","","",""
"동작구민체육센터","57","DJ10009PUMU","수영장","DJ10009PUMU106","수영","SW","지하2층","1096.86","총 6 레인 (레인수) ","","","","","","","","","","","http://www.idongjak.or.kr/images/03_athletics/program_djsp_01.jpg","","",""
"사당문화회관","58","DJ10010PUMU","수영장","DJ10010PUMU101","수영","SW","지하2층","442.74","총 4레인","","","","","","","","","샤워실","","http://www.idongjak.or.kr/images/03_athletics/img_sdmh_new02.jpg","","",""
"사당문화회관","59","DJ10010PUMU","헬스장","DJ10010PUMU102","헬스","HE","지상4층","320.28","헬스기구 55대","","","","","","","","","락커룸","","http://www.idongjak.or.kr/images/03_athletics/img_sdmh_new01.jpg","","",""
"흑석체육센터","60","DJ10011PUMU","수영장","DJ10011PUMU101","수영","SW","지하1층","631.85","총 6레인","","","","","","","","","샤워실","","http://www.idongjak.or.kr/images/03_athletics/program_hssp_01.jpg","","",""
"흑석체육센터","61","DJ10011PUMU","헬스장","DJ10011PUMU102","헬스","HE","지상2층","108"," 헬스기구 37대","","","","","","","","","화장실","","http://www.idongjak.or.kr/images/03_athletics/program_hssp_02.jpg","","",""
"흑석체육센터","62","DJ10011PUMU","체육관","DJ10011PUMU103","농구","BK","지상2층","739.9","농구대","739.9","","","체육경기 및 기타행사","","","체육경기 100,000원, 기타행사 300,000원(부가세 별도)","","락커룸","http://www.idongjak.or.kr/03_athletic/hssp_rent.asp","http://www.idongjak.or.kr/images/03_athletics/program_hssp_03.jpg","","- 기본인원 50명 초과시 초과인원 1명당 1,500원 추가 - 2시간을 기본으로 하되 초과사용료는 시간당 1회 기본사용료   의 50%를 가산하며, 1시간 미만은 1시간으로 한다 - 토·일요일, 공휴일은 정상대관료의 30%의 할증이 부과됩니다","2시간"
"은평구민체육센터","63","EP10012PUMU","수영장","EP10012PUMU101","수영","SW","지하1층","","","","","","","","","","","의무실, 샤워실, 탈의실,휴게실, 안내데스크, 탈의실","","http://www.efmc.or.kr/resource/image/sports/center/four_1_1.jpg","","",""
"은평구민체육센터","64","EP10012PUMU","골프장","EP10012PUMU102","골프","GF","지하1층","","","","","","","","","","","","","","","",""
"은평구민체육센터","65","EP10012PUMU","유아스포츠단교실","EP10012PUMU103","유아체능단(분기별)","KS","지상1층","","","","","","","","","","","","","http://www.efmc.or.kr/resource/image/sports/center/one_1_1.jpg","","",""
"은평구민체육센터","66","EP10012PUMU","생활체육1실","EP10012PUMU104","댄스","DA","지상1층","","","","","","","","","","","","","http://www.efmc.or.kr/resource/image/sports/center/one_2_1.jpg","","",""
"은평구민체육센터","67","EP10012PUMU","대체육관","EP10012PUMU105","농구","BK","지상1층","","","","","","","","","","","","","http://www.efmc.or.kr/resource/image/sports/center/one_3_3.jpg","","",""
"은평구민체육센터","68","EP10012PUMU","생활체육2실","EP10012PUMU106","에어로빅","AE","지상2층","","","","","","","","","","","","","http://www.efmc.or.kr/resource/image/sports/center/one_2_1.jpg","","",""
"은평구민체육센터","69","EP10012PUMU","헬스장","EP10012PUMU107","헬스","HE","지상3층","","","","","","","","","","","","","http://www.efmc.or.kr/resource/image/sports/center/three_1_1.jpg","","",""
"은평구민체육센터","70","EP10012PUMU","축구장","EP10012PUMU108","축구","SO","",""," 55m×56m, 농구대","","","","","","","","","","","","","",""
"은평구민체육센터","71","EP10012PUMU","테니스장","EP10012PUMU109","테니스","TN","",""," 111m×111m, 농구대, 핸드볼골대    ","","","","","","","","","","","","","",""
"국사봉체육관","72","GA10013PUMU","배드민턴장","GA10013PUMU101","배드민턴","BM","지상","","8면","","","","","","","","","","","","","",""
"관악구민운동장","73","GA10014PUMU","축구장","GA10014PUMU101","축구","SO","","4050","1개소 90X45(m)","4050","02-2081-2660, 02)882-2660 ","","관악구민 및 타지역주민","휴장일:설날, 추석 연휴기간 및 신정","06:00~22:00","(평일) 축구경기 2시간 55,000원, 기타행사 4시간 176,000원, 9시간 352,000원 (주말) 축구경기 2시간 77,000원, 기타행사 4시간 220,000원, 9시간 440,000원 (라이트시설 30분 6,500원, 부가세 포함(라이트시설 부가세제외))","축구경기 및 기타행사","육상트랙","http://www.gwanakgongdan.or.kr/rent/rent_period.php?comcd=KWAN_AK03","","관악주민:2, 기타:관악주민:관악주민 후 선착순","* 사용료 할증 : 사용시간 초과 시 초과시간당 사용료의 50%","2시간"
"관악구민운동장","74","GA10014PUMU","농구장","GA10014PUMU102","농구","BK","","162","1개소 9X18(m)","162","02-2081-2661","","관악구민 및 타지역주민","휴장일:설날, 추석 연휴기간 및 신정","06:00~22:00","무료","","","http://www.gwanakgongdan.or.kr/rent/rent_period.php?comcd=KWAN_AK03","","","예약방법:관리사무실에서 사용승인 신청서 작성 후 사용","2시간 이내"
"관악구민운동장","75","GA10014PUMU","배구장","GA10014PUMU103","배구","VB","","420","1개소 15X28(m)","420","02-2081-2661","","관악구민 및 타지역주민","휴장일:설날, 추석 연휴기간 및 신정","06:00~22:00","무료","","","http://www.gwanakgongdan.or.kr/rent/rent_period.php?comcd=KWAN_AK03","","","예약방법:관리사무실에서 사용승인 신청서 작성 후 사용","2시간 이내"
